instance;scenario;node;xcoor;ycoor;service;early;late
R102S10;3;43;23.00;3.00;5.00;78.00;138.00
R102S10;3;62;24.00;58.00;5.00;159.00;219.00
R102S10;3;74;46.00;13.00;5.00;80.00;140.00
R102S10;3;76;49.00;42.00;5.00;179.00;239.00
R102S10;3;82;15.00;47.00;5.00;163.00;223.00
R102S10;3;85;16.00;22.00;5.00;174.00;234.00
R102S10;3;90;31.00;67.00;5.00;173.00;233.00
R102S10;3;93;18.00;24.00;5.00;27.00;87.00
R102S10;3;96;22.00;27.00;5.00;151.00;211.00
R102S10;4;3;55.00;45.00;5.00;51.00;111.00
R102S10;4;8;10.00;43.00;5.00;124.00;184.00
R102S10;4;9;55.00;60.00;5.00;47.00;107.00
R102S10;4;12;50.00;35.00;5.00;83.00;143.00
R102S10;4;20;45.00;65.00;5.00;13.00;73.00
R102S10;4;39;60.00;12.00;5.00;40.00;100.00
R102S10;4;40;40.00;25.00;5.00;120.00;180.00
R102S10;4;58;36.00;26.00;5.00;18.00;78.00
R102S10;4;69;37.00;47.00;5.00;131.00;191.00
R102S10;4;76;49.00;42.00;5.00;57.00;117.00
R102S10;4;81;55.00;54.00;5.00;38.00;98.00
R102S10;4;91;15.00;19.00;5.00;172.00;232.00
R102S10;4;98;19.00;21.00;5.00;94.00;154.00
R102S10;4;99;20.00;26.00;5.00;17.00;77.00
R102S10;5;2;35.00;17.00;5.00;173.00;233.00
R102S10;5;7;20.00;50.00;5.00;179.00;239.00
R102S10;5;12;50.00;35.00;5.00;137.00;197.00
R102S10;5;14;15.00;10.00;5.00;115.00;175.00
R102S10;5;19;15.00;60.00;5.00;158.00;218.00
R102S10;5;21;45.00;20.00;5.00;24.00;84.00
R102S10;5;26;45.00;30.00;5.00;155.00;215.00
R102S10;5;28;41.00;37.00;5.00;58.00;118.00
R102S10;5;37;20.00;20.00;5.00;140.00;200.00
R102S10;5;58;36.00;26.00;5.00;34.00;94.00
R102S10;5;63;27.00;69.00;5.00;118.00;178.00
R102S10;5;66;49.00;73.00;5.00;16.00;76.00
R102S10;5;74;46.00;13.00;5.00;159.00;219.00
R102S10;5;86;4.00;18.00;5.00;22.00;82.00
R102S10;5;92;22.00;22.00;5.00;117.00;177.00
R102S10;5;97;25.00;21.00;5.00;31.00;91.00
R102S10;5;98;19.00;21.00;5.00;85.00;145.00
R102S10;5;100;18.00;18.00;5.00;79.00;139.00
R102S10;6;21;45.00;20.00;5.00;95.00;155.00
R102S10;6;24;65.00;35.00;5.00;122.00;182.00
R102S10;6;34;65.00;55.00;5.00;77.00;137.00
R102S10;6;40;40.00;25.00;5.00;145.00;205.00
R102S10;6;46;2.00;48.00;5.00;44.00;104.00
R102S10;6;51;49.00;58.00;5.00;43.00;103.00
R102S10;6;54;57.00;29.00;5.00;49.00;109.00
R102S10;6;63;27.00;69.00;5.00;129.00;189.00
R102S10;6;73;44.00;17.00;5.00;39.00;99.00
R102S10;6;76;49.00;42.00;5.00;154.00;214.00
R102S10;6;80;56.00;37.00;5.00;68.00;128.00
R102S10;6;88;26.00;52.00;5.00;170.00;230.00
R102S10;7;3;55.00;45.00;5.00;44.00;104.00
R102S10;7;19;15.00;60.00;5.00;69.00;129.00
R102S10;7;21;45.00;20.00;5.00;102.00;162.00
R102S10;7;25;65.00;20.00;5.00;142.00;202.00
R102S10;7;40;40.00;25.00;5.00;124.00;184.00
R102S10;7;57;32.00;12.00;5.00;123.00;183.00
R102S10;7;62;24.00;58.00;5.00;139.00;199.00
R102S10;7;65;62.00;77.00;5.00;174.00;234.00
R102S10;7;67;67.00;5.00;5.00;114.00;174.00
R102S10;7;95;25.00;24.00;5.00;140.00;200.00
R102S10;7;100;18.00;18.00;5.00;42.00;102.00
R102S10;8;3;55.00;45.00;5.00;84.00;144.00
R102S10;8;4;55.00;20.00;5.00;51.00;111.00
R102S10;8;9;55.00;60.00;5.00;171.00;231.00
R102S10;8;16;10.00;20.00;5.00;85.00;145.00
R102S10;8;17;5.00;30.00;5.00;40.00;100.00
R102S10;8;25;65.00;20.00;5.00;110.00;170.00
R102S10;8;30;40.00;60.00;5.00;52.00;112.00
R102S10;8;39;60.00;12.00;5.00;117.00;177.00
R102S10;8;41;42.00;7.00;5.00;124.00;184.00
R102S10;8;50;47.00;47.00;5.00;66.00;126.00
R102S10;8;56;53.00;12.00;5.00;21.00;81.00
R102S10;8;58;36.00;26.00;5.00;125.00;185.00
R102S10;8;63;27.00;69.00;5.00;178.00;238.00
R102S10;8;75;49.00;11.00;5.00;130.00;190.00
R102S10;9;15;30.00;5.00;5.00;158.00;218.00
R102S10;9;19;15.00;60.00;5.00;138.00;198.00
R102S10;9;26;45.00;30.00;5.00;50.00;110.00
R102S10;9;29;64.00;42.00;5.00;144.00;204.00
R102S10;9;30;40.00;60.00;5.00;21.00;81.00
R102S10;9;37;20.00;20.00;5.00;147.00;207.00
R102S10;9;46;2.00;48.00;5.00;29.00;89.00
R102S10;9;48;13.00;52.00;5.00;16.00;76.00
R102S10;9;51;49.00;58.00;5.00;133.00;193.00
R102S10;9;57;32.00;12.00;5.00;164.00;224.00
R102S10;9;60;17.00;34.00;5.00;32.00;92.00
R102S10;9;99;20.00;26.00;5.00;102.00;162.00
R102S15;0;19;15.00;60.00;5.00;63.00;123.00
R102S15;0;36;2.00;60.00;5.00;104.00;164.00
R102S15;0;52;27.00;43.00;5.00;154.00;214.00
R102S15;0;54;57.00;29.00;5.00;122.00;182.00
R102S15;0;58;36.00;26.00;5.00;87.00;147.00
R102S15;0;66;49.00;73.00;5.00;146.00;206.00
R102S15;0;67;67.00;5.00;5.00;48.00;108.00
R102S15;0;71;57.00;68.00;5.00;62.00;122.00
R102S15;0;74;46.00;13.00;5.00;141.00;201.00
R102S15;0;84;11.00;31.00;5.00;63.00;123.00
R102S15;0;90;31.00;67.00;5.00;143.00;203.00
R102S15;0;93;18.00;24.00;5.00;98.00;158.00
R102S15;0;100;18.00;18.00;5.00;93.00;153.00
R102S15;1;19;15.00;60.00;5.00;45.00;105.00
R102S15;1;26;45.00;30.00;5.00;67.00;127.00
R102S15;1;28;41.00;37.00;5.00;14.00;74.00
R102S15;1;30;40.00;60.00;5.00;105.00;165.00
R102S15;1;35;63.00;65.00;5.00;72.00;132.00
R102S15;1;38;5.00;5.00;5.00;58.00;118.00
R102S15;1;40;40.00;25.00;5.00;169.00;229.00
R102S15;1;41;42.00;7.00;5.00;123.00;183.00
R102S15;1;46;2.00;48.00;5.00;148.00;208.00
R102S15;1;49;6.00;68.00;5.00;23.00;83.00
R102S15;1;69;37.00;47.00;5.00;101.00;161.00
R102S15;1;73;44.00;17.00;5.00;175.00;235.00
R102S15;1;74;46.00;13.00;5.00;20.00;80.00
R102S15;2;1;41.00;49.00;5.00;14.00;74.00
R102S15;2;5;15.00;30.00;5.00;145.00;205.00
R102S15;2;30;40.00;60.00;5.00;88.00;148.00
R102S15;2;32;35.00;69.00;5.00;123.00;183.00
R102S15;2;34;65.00;55.00;5.00;75.00;135.00
R102S15;2;43;23.00;3.00;5.00;77.00;137.00
R102S15;2;63;27.00;69.00;5.00;36.00;96.00
R102S15;2;78;61.00;52.00;5.00;177.00;237.00
R102S15;2;88;26.00;52.00;5.00;36.00;96.00
R102S15;2;90;31.00;67.00;5.00;138.00;198.00
R102S15;2;91;15.00;19.00;5.00;145.00;205.00
R102S15;2;93;18.00;24.00;5.00;160.00;220.00
R102S15;2;95;25.00;24.00;5.00;142.00;202.00
R102S15;3;23;55.00;5.00;5.00;148.00;208.00
R102S15;3;24;65.00;35.00;5.00;153.00;213.00
R102S15;3;33;53.00;52.00;5.00;39.00;99.00
R102S15;3;37;20.00;20.00;5.00;22.00;82.00
R102S15;3;42;24.00;12.00;5.00;53.00;113.00
R102S15;3;43;23.00;3.00;5.00;15.00;75.00
R102S15;3;63;27.00;69.00;5.00;172.00;232.00
R102S15;3;79;57.00;48.00;5.00;57.00;117.00
R102S15;3;97;25.00;21.00;5.00;153.00;213.00
R102S15;4;33;53.00;52.00;5.00;55.00;115.00
R102S15;4;45;6.00;38.00;5.00;139.00;199.00
R102S15;4;61;12.00;24.00;5.00;29.00;89.00
R102S15;4;66;49.00;73.00;5.00;82.00;142.00
R102S15;4;70;37.00;56.00;5.00;173.00;233.00
R102S15;4;75;49.00;11.00;5.00;58.00;118.00
R102S15;4;83;14.00;37.00;5.00;127.00;187.00
R102S15;4;84;11.00;31.00;5.00;144.00;204.00
R102S15;4;97;25.00;21.00;5.00;18.00;78.00
R102S15;4;99;20.00;26.00;5.00;152.00;212.00
R102S15;5;18;20.00;40.00;5.00;17.00;77.00
R102S15;5;27;35.00;40.00;5.00;47.00;107.00
R102S15;5;32;35.00;69.00;5.00;165.00;225.00
R102S15;5;37;20.00;20.00;5.00;67.00;127.00
R102S15;5;38;5.00;5.00;5.00;139.00;199.00
R102S15;5;41;42.00;7.00;5.00;53.00;113.00
R102S15;5;42;24.00;12.00;5.00;117.00;177.00
R102S15;5;45;6.00;38.00;5.00;55.00;115.00
R102S15;5;62;24.00;58.00;5.00;55.00;115.00
R102S15;5;87;28.00;18.00;5.00;39.00;99.00
R102S15;5;90;31.00;67.00;5.00;155.00;215.00
R102S15;6;5;15.00;30.00;5.00;43.00;103.00
R102S15;6;8;10.00;43.00;5.00;167.00;227.00
R102S15;6;9;55.00;60.00;5.00;54.00;114.00
R102S15;6;19;15.00;60.00;5.00;80.00;140.00
R102S15;6;23;55.00;5.00;5.00;176.00;236.00
R102S15;6;27;35.00;40.00;5.00;168.00;228.00
R102S15;6;49;6.00;68.00;5.00;27.00;87.00
R102S15;6;70;37.00;56.00;5.00;16.00;76.00
R102S15;6;72;47.00;16.00;5.00;155.00;215.00
R102S15;6;74;46.00;13.00;5.00;87.00;147.00
R102S15;6;80;56.00;37.00;5.00;36.00;96.00
R102S15;6;88;26.00;52.00;5.00;160.00;220.00
R102S15;6;96;22.00;27.00;5.00;137.00;197.00
R102S15;6;97;25.00;21.00;5.00;46.00;106.00
R102S15;7;1;41.00;49.00;5.00;164.00;224.00
R102S15;7;8;10.00;43.00;5.00;102.00;162.00
R102S15;7;11;20.00;65.00;5.00;115.00;175.00
R102S15;7;15;30.00;5.00;5.00;111.00;171.00
R102S15;7;17;5.00;30.00;5.00;111.00;171.00
R102S15;7;48;13.00;52.00;5.00;150.00;210.00
R102S15;7;78;61.00;52.00;5.00;144.00;204.00
R102S15;7;79;57.00;48.00;5.00;123.00;183.00
R102S15;7;80;56.00;37.00;5.00;128.00;188.00
R102S15;7;87;28.00;18.00;5.00;94.00;154.00
R102S15;8;3;55.00;45.00;5.00;49.00;109.00
R102S15;8;5;15.00;30.00;5.00;162.00;222.00
R102S15;8;8;10.00;43.00;5.00;27.00;87.00
R102S15;8;58;36.00;26.00;5.00;151.00;211.00
R102S15;8;65;62.00;77.00;5.00;129.00;189.00
R102S15;8;71;57.00;68.00;5.00;17.00;77.00
R102S15;8;75;49.00;11.00;5.00;130.00;190.00
R102S15;8;80;56.00;37.00;5.00;110.00;170.00
R102S15;8;90;31.00;67.00;5.00;139.00;199.00
R102S15;8;93;18.00;24.00;5.00;178.00;238.00
R102S15;8;100;18.00;18.00;5.00;74.00;134.00
R102S15;9;4;55.00;20.00;5.00;95.00;155.00
R102S15;9;23;55.00;5.00;5.00;90.00;150.00
R102S15;9;36;2.00;60.00;5.00;146.00;206.00
R102S15;9;43;23.00;3.00;5.00;57.00;117.00
R102S15;9;49;6.00;68.00;5.00;100.00;160.00
R102S15;9;55;63.00;23.00;5.00;95.00;155.00
R102S15;9;64;15.00;77.00;5.00;105.00;165.00
R102S15;9;74;46.00;13.00;5.00;175.00;235.00
R102S15;9;75;49.00;11.00;5.00;103.00;163.00
R102S15;9;99;20.00;26.00;5.00;17.00;77.00
R102S20;0;9;55.00;60.00;5.00;164.00;224.00
R102S20;0;25;65.00;20.00;5.00;74.00;134.00
R102S20;0;30;40.00;60.00;5.00;46.00;106.00
R102S20;0;36;2.00;60.00;5.00;27.00;87.00
R102S20;0;77;53.00;43.00;5.00;12.00;72.00
R102S20;0;92;22.00;22.00;5.00;135.00;195.00
R102S20;0;94;26.00;27.00;5.00;124.00;184.00
R102S20;1;8;10.00;43.00;5.00;123.00;183.00
R102S20;1;9;55.00;60.00;5.00;147.00;207.00
R102S20;1;21;45.00;20.00;5.00;16.00;76.00
R102S20;1;25;65.00;20.00;5.00;151.00;211.00
R102S20;1;43;23.00;3.00;5.00;168.00;228.00
R102S20;1;59;21.00;24.00;5.00;103.00;163.00
R102S20;1;67;67.00;5.00;5.00;145.00;205.00
R102S20;1;98;19.00;21.00;5.00;36.00;96.00
R102S20;2;17;5.00;30.00;5.00;119.00;179.00
R102S20;2;19;15.00;60.00;5.00;174.00;234.00
R102S20;2;70;37.00;56.00;5.00;83.00;143.00
R102S20;2;75;49.00;11.00;5.00;138.00;198.00
R102S20;2;82;15.00;47.00;5.00;97.00;157.00
R102S20;2;83;14.00;37.00;5.00;178.00;238.00
R102S20;2;90;31.00;67.00;5.00;118.00;178.00
R102S20;2;95;25.00;24.00;5.00;112.00;172.00
R102S20;3;11;20.00;65.00;5.00;152.00;212.00
R102S20;3;14;15.00;10.00;5.00;125.00;185.00
R102S20;3;15;30.00;5.00;5.00;169.00;229.00
R102S20;3;22;45.00;10.00;5.00;38.00;98.00
R102S20;3;26;45.00;30.00;5.00;66.00;126.00
R102S20;3;32;35.00;69.00;5.00;124.00;184.00
R102S20;3;38;5.00;5.00;5.00;83.00;143.00
R102S20;3;65;62.00;77.00;5.00;53.00;113.00
R102S20;3;68;56.00;39.00;5.00;85.00;145.00
R102S20;3;83;14.00;37.00;5.00;35.00;95.00
R102S20;4;28;41.00;37.00;5.00;25.00;85.00
R102S20;4;39;60.00;12.00;5.00;82.00;142.00
R102S20;4;42;24.00;12.00;5.00;129.00;189.00
R102S20;4;50;47.00;47.00;5.00;139.00;199.00
R102S20;4;53;37.00;31.00;5.00;32.00;92.00
R102S20;4;89;26.00;35.00;5.00;124.00;184.00
R102S20;4;90;31.00;67.00;5.00;132.00;192.00
R102S20;5;39;60.00;12.00;5.00;99.00;159.00
R102S20;5;46;2.00;48.00;5.00;45.00;105.00
R102S20;5;62;24.00;58.00;5.00;97.00;157.00
R102S20;5;93;18.00;24.00;5.00;126.00;186.00
R102S20;6;16;10.00;20.00;5.00;53.00;113.00
R102S20;6;22;45.00;10.00;5.00;152.00;212.00
R102S20;6;38;5.00;5.00;5.00;129.00;189.00
R102S20;6;50;47.00;47.00;5.00;160.00;220.00
R102S20;6;70;37.00;56.00;5.00;131.00;191.00
R102S20;6;72;47.00;16.00;5.00;43.00;103.00
R102S20;6;91;15.00;19.00;5.00;178.00;238.00
R102S20;7;5;15.00;30.00;5.00;37.00;97.00
R102S20;7;21;45.00;20.00;5.00;63.00;123.00
R102S20;7;26;45.00;30.00;5.00;176.00;236.00
R102S20;7;29;64.00;42.00;5.00;116.00;176.00
R102S20;7;39;60.00;12.00;5.00;146.00;206.00
R102S20;7;42;24.00;12.00;5.00;64.00;124.00
R102S20;7;75;49.00;11.00;5.00;104.00;164.00
R102S20;7;97;25.00;21.00;5.00;40.00;100.00
R102S20;7;100;18.00;18.00;5.00;51.00;111.00
R102S20;8;5;15.00;30.00;5.00;64.00;124.00
R102S20;8;30;40.00;60.00;5.00;104.00;164.00
R102S20;8;66;49.00;73.00;5.00;96.00;156.00
R102S20;8;77;53.00;43.00;5.00;120.00;180.00
R102S20;8;79;57.00;48.00;5.00;33.00;93.00
R102S20;8;92;22.00;22.00;5.00;133.00;193.00
R102S20;8;94;26.00;27.00;5.00;69.00;129.00
R102S20;9;15;30.00;5.00;5.00;30.00;90.00
R102S20;9;17;5.00;30.00;5.00;127.00;187.00
R102S20;9;20;45.00;65.00;5.00;145.00;205.00
R102S20;9;46;2.00;48.00;5.00;94.00;154.00
R102S20;9;77;53.00;43.00;5.00;145.00;205.00
R102S20;9;81;55.00;54.00;5.00;166.00;226.00
R103S10;0;7;20.00;50.00;5.00;57.00;117.00
R103S10;0;10;30.00;60.00;5.00;69.00;129.00
R103S10;0;18;20.00;40.00;5.00;152.00;212.00
R103S10;0;20;45.00;65.00;5.00;173.00;233.00
R103S10;0;26;45.00;30.00;5.00;123.00;183.00
R103S10;0;29;64.00;42.00;5.00;133.00;193.00
R103S10;0;30;40.00;60.00;5.00;73.00;133.00
R103S10;0;37;20.00;20.00;5.00;61.00;121.00
R103S10;0;41;42.00;7.00;5.00;171.00;231.00
R103S10;0;43;23.00;3.00;5.00;142.00;202.00
R103S10;0;50;47.00;47.00;5.00;102.00;162.00
R103S10;0;57;32.00;12.00;5.00;173.00;233.00
R103S10;0;77;53.00;43.00;5.00;102.00;162.00
R103S10;0;100;18.00;18.00;5.00;60.00;120.00
R103S10;1;18;20.00;40.00;5.00;134.00;194.00
R103S10;1;33;53.00;52.00;5.00;144.00;204.00
R103S10;1;35;63.00;65.00;5.00;99.00;159.00
R103S10;1;36;2.00;60.00;5.00;41.00;101.00
R103S10;1;39;60.00;12.00;5.00;43.00;103.00
R103S10;1;42;24.00;12.00;5.00;96.00;156.00
R103S10;1;45;6.00;38.00;5.00;131.00;191.00
R103S10;1;48;13.00;52.00;5.00;12.00;72.00
R103S10;1;57;32.00;12.00;5.00;141.00;201.00
R103S10;1;58;36.00;26.00;5.00;72.00;132.00
R103S10;1;59;21.00;24.00;5.00;174.00;234.00
R103S10;1;80;56.00;37.00;5.00;155.00;215.00
R103S10;1;90;31.00;67.00;5.00;97.00;157.00
R103S10;2;5;15.00;30.00;5.00;146.00;206.00
R103S10;2;10;30.00;60.00;5.00;161.00;221.00
R103S10;2;26;45.00;30.00;5.00;119.00;179.00
R103S10;2;33;53.00;52.00;5.00;67.00;127.00
R103S10;2;35;63.00;65.00;5.00;66.00;126.00
R103S10;2;54;57.00;29.00;5.00;165.00;225.00
R103S10;2;59;21.00;24.00;5.00;147.00;207.00
R103S10;2;74;46.00;13.00;5.00;101.00;161.00
R103S10;2;75;49.00;11.00;5.00;62.00;122.00
R103S10;2;77;53.00;43.00;5.00;79.00;139.00
R103S10;2;83;14.00;37.00;5.00;173.00;233.00
R103S10;3;12;50.00;35.00;5.00;40.00;100.00
R103S10;3;13;30.00;25.00;5.00;71.00;131.00
R103S10;3;14;15.00;10.00;5.00;33.00;93.00
R103S10;3;25;65.00;20.00;5.00;172.00;232.00
R103S10;3;27;35.00;40.00;5.00;158.00;218.00
R103S10;3;29;64.00;42.00;5.00;173.00;233.00
R103S10;3;40;40.00;25.00;5.00;163.00;223.00
R103S10;3;56;53.00;12.00;5.00;20.00;80.00
R103S10;3;78;61.00;52.00;5.00;148.00;208.00
R103S10;3;80;56.00;37.00;5.00;111.00;171.00
R103S10;3;82;15.00;47.00;5.00;91.00;151.00
R103S10;3;86;4.00;18.00;5.00;150.00;210.00
R103S10;3;90;31.00;67.00;5.00;108.00;168.00
R103S10;3;94;26.00;27.00;5.00;106.00;166.00
R103S10;3;95;25.00;24.00;5.00;40.00;100.00
R103S10;4;16;10.00;20.00;5.00;179.00;239.00
R103S10;4;17;5.00;30.00;5.00;92.00;152.00
R103S10;4;24;65.00;35.00;5.00;92.00;152.00
R103S10;4;37;20.00;20.00;5.00;179.00;239.00
R103S10;4;40;40.00;25.00;5.00;49.00;109.00
R103S10;4;64;15.00;77.00;5.00;141.00;201.00
R103S10;4;70;37.00;56.00;5.00;125.00;185.00
R103S10;4;72;47.00;16.00;5.00;132.00;192.00
R103S10;4;76;49.00;42.00;5.00;29.00;89.00
R103S10;4;78;61.00;52.00;5.00;66.00;126.00
R103S10;4;80;56.00;37.00;5.00;132.00;192.00
R103S10;4;89;26.00;35.00;5.00;75.00;135.00
R103S10;4;96;22.00;27.00;5.00;177.00;237.00
R103S10;4;98;19.00;21.00;5.00;30.00;90.00
R103S10;5;3;55.00;45.00;5.00;111.00;171.00
R103S10;5;19;15.00;60.00;5.00;77.00;137.00
R103S10;5;23;55.00;5.00;5.00;20.00;80.00
R103S10;5;31;31.00;52.00;5.00;168.00;228.00
R103S10;5;33;53.00;52.00;5.00;113.00;173.00
R103S10;5;36;2.00;60.00;5.00;124.00;184.00
R103S10;5;39;60.00;12.00;5.00;32.00;92.00
R103S10;5;44;11.00;14.00;5.00;63.00;123.00
R103S10;5;53;37.00;31.00;5.00;16.00;76.00
R103S10;5;57;32.00;12.00;5.00;112.00;172.00
R103S10;5;59;21.00;24.00;5.00;120.00;180.00
R103S10;5;63;27.00;69.00;5.00;159.00;219.00
R103S10;5;66;49.00;73.00;5.00;106.00;166.00
R103S10;5;68;56.00;39.00;5.00;50.00;110.00
R103S10;5;78;61.00;52.00;5.00;147.00;207.00
R103S10;5;80;56.00;37.00;5.00;78.00;138.00
R103S10;5;91;15.00;19.00;5.00;51.00;111.00
R103S10;6;4;55.00;20.00;5.00;106.00;166.00
R103S10;6;11;20.00;65.00;5.00;60.00;120.00
R103S10;6;13;30.00;25.00;5.00;56.00;116.00
R103S10;6;16;10.00;20.00;5.00;26.00;86.00
R103S10;6;17;5.00;30.00;5.00;101.00;161.00
R103S10;6;29;64.00;42.00;5.00;53.00;113.00
R103S10;6;32;35.00;69.00;5.00;40.00;100.00
R103S10;6;56;53.00;12.00;5.00;63.00;123.00
R103S10;6;66;49.00;73.00;5.00;169.00;229.00
R103S10;6;67;67.00;5.00;5.00;127.00;187.00
R103S10;6;78;61.00;52.00;5.00;169.00;229.00
R103S10;6;79;57.00;48.00;5.00;11.00;71.00
R103S10;6;83;14.00;37.00;5.00;119.00;179.00
R103S10;6;99;20.00;26.00;5.00;128.00;188.00
R103S10;7;10;30.00;60.00;5.00;128.00;188.00
R103S10;7;18;20.00;40.00;5.00;69.00;129.00
R103S10;7;23;55.00;5.00;5.00;104.00;164.00
R103S10;7;33;53.00;52.00;5.00;105.00;165.00
R103S10;7;34;65.00;55.00;5.00;177.00;237.00
R103S10;7;36;2.00;60.00;5.00;162.00;222.00
R103S10;7;38;5.00;5.00;5.00;164.00;224.00
R103S10;7;43;23.00;3.00;5.00;111.00;171.00
R103S10;7;47;8.00;56.00;5.00;38.00;98.00
R103S10;7;54;57.00;29.00;5.00;132.00;192.00
R103S10;7;56;53.00;12.00;5.00;53.00;113.00
R103S10;7;71;57.00;68.00;5.00;150.00;210.00
R103S10;7;81;55.00;54.00;5.00;48.00;108.00
R103S10;8;4;55.00;20.00;5.00;127.00;187.00
R103S10;8;7;20.00;50.00;5.00;22.00;82.00
R103S10;8;9;55.00;60.00;5.00;155.00;215.00
R103S10;8;11;20.00;65.00;5.00;117.00;177.00
R103S10;8;17;5.00;30.00;5.00;17.00;77.00
R103S10;8;18;20.00;40.00;5.00;48.00;108.00
R103S10;8;43;23.00;3.00;5.00;150.00;210.00
R103S10;8;50;47.00;47.00;5.00;161.00;221.00
R103S10;8;57;32.00;12.00;5.00;92.00;152.00
R103S10;8;67;67.00;5.00;5.00;173.00;233.00
R103S10;8;70;37.00;56.00;5.00;44.00;104.00
R103S10;8;71;57.00;68.00;5.00;56.00;116.00
R103S10;8;80;56.00;37.00;5.00;90.00;150.00
R103S10;8;99;20.00;26.00;5.00;107.00;167.00
R103S10;8;100;18.00;18.00;5.00;111.00;171.00
R103S10;9;2;35.00;17.00;5.00;163.00;223.00
R103S10;9;16;10.00;20.00;5.00;59.00;119.00
R103S10;9;20;45.00;65.00;5.00;156.00;216.00
R103S10;9;25;65.00;20.00;5.00;137.00;197.00
R103S10;9;29;64.00;42.00;5.00;98.00;158.00
R103S10;9;37;20.00;20.00;5.00;70.00;130.00
R103S10;9;38;5.00;5.00;5.00;109.00;169.00
R103S10;9;44;11.00;14.00;5.00;42.00;102.00
R103S10;9;48;13.00;52.00;5.00;71.00;131.00
R103S10;9;50;47.00;47.00;5.00;62.00;122.00
R103S10;9;63;27.00;69.00;5.00;76.00;136.00
R103S10;9;72;47.00;16.00;5.00;94.00;154.00
R103S10;9;80;56.00;37.00;5.00;82.00;142.00
R103S10;9;81;55.00;54.00;5.00;107.00;167.00
R103S10;9;89;26.00;35.00;5.00;139.00;199.00
R103S10;9;99;20.00;26.00;5.00;115.00;175.00
R103S15;0;13;30.00;25.00;5.00;106.00;166.00
R103S15;0;24;65.00;35.00;5.00;173.00;233.00
R103S15;0;30;40.00;60.00;5.00;175.00;235.00
R103S15;0;43;23.00;3.00;5.00;133.00;193.00
R103S15;0;49;6.00;68.00;5.00;31.00;91.00
R103S15;0;59;21.00;24.00;5.00;52.00;112.00
R103S15;0;60;17.00;34.00;5.00;136.00;196.00
R103S15;0;70;37.00;56.00;5.00;47.00;107.00
R103S15;0;73;44.00;17.00;5.00;167.00;227.00
R103S15;0;100;18.00;18.00;5.00;92.00;152.00
R103S15;1;9;55.00;60.00;5.00;156.00;216.00
R103S15;1;32;35.00;69.00;5.00;130.00;190.00
R103S15;1;33;53.00;52.00;5.00;179.00;239.00
R103S15;1;40;40.00;25.00;5.00;102.00;162.00
R103S15;1;43;23.00;3.00;5.00;18.00;78.00
R103S15;1;44;11.00;14.00;5.00;81.00;141.00
R103S15;1;47;8.00;56.00;5.00;87.00;147.00
R103S15;1;61;12.00;24.00;5.00;53.00;113.00
R103S15;1;63;27.00;69.00;5.00;75.00;135.00
R103S15;1;83;14.00;37.00;5.00;70.00;130.00
R103S15;1;84;11.00;31.00;5.00;83.00;143.00
R103S15;1;97;25.00;21.00;5.00;62.00;122.00
R103S15;1;99;20.00;26.00;5.00;105.00;165.00
R103S15;2;9;55.00;60.00;5.00;132.00;192.00
R103S15;2;10;30.00;60.00;5.00;17.00;77.00
R103S15;2;11;20.00;65.00;5.00;67.00;127.00
R103S15;2;18;20.00;40.00;5.00;111.00;171.00
R103S15;2;28;41.00;37.00;5.00;161.00;221.00
R103S15;2;39;60.00;12.00;5.00;152.00;212.00
R103S15;2;46;2.00;48.00;5.00;110.00;170.00
R103S15;2;51;49.00;58.00;5.00;171.00;231.00
R103S15;2;61;12.00;24.00;5.00;18.00;78.00
R103S15;2;73;44.00;17.00;5.00;48.00;108.00
R103S15;2;74;46.00;13.00;5.00;26.00;86.00
R103S15;2;92;22.00;22.00;5.00;88.00;148.00
R103S15;3;32;35.00;69.00;5.00;17.00;77.00
R103S15;3;35;63.00;65.00;5.00;61.00;121.00
R103S15;3;39;60.00;12.00;5.00;93.00;153.00
R103S15;3;40;40.00;25.00;5.00;109.00;169.00
R103S15;3;59;21.00;24.00;5.00;128.00;188.00
R103S15;3;71;57.00;68.00;5.00;85.00;145.00
R103S15;3;73;44.00;17.00;5.00;11.00;71.00
R103S15;3;84;11.00;31.00;5.00;159.00;219.00
R103S15;3;99;20.00;26.00;5.00;138.00;198.00
R103S15;4;1;41.00;49.00;5.00;110.00;170.00
R103S15;4;10;30.00;60.00;5.00;42.00;102.00
R103S15;4;16;10.00;20.00;5.00;123.00;183.00
R103S15;4;19;15.00;60.00;5.00;86.00;146.00
R103S15;4;29;64.00;42.00;5.00;90.00;150.00
R103S15;4;33;53.00;52.00;5.00;86.00;146.00
R103S15;4;40;40.00;25.00;5.00;15.00;75.00
R103S15;4;52;27.00;43.00;5.00;160.00;220.00
R103S15;4;57;32.00;12.00;5.00;144.00;204.00
R103S15;4;74;46.00;13.00;5.00;127.00;187.00
R103S15;4;79;57.00;48.00;5.00;106.00;166.00
R103S15;5;11;20.00;65.00;5.00;14.00;74.00
R103S15;5;20;45.00;65.00;5.00;67.00;127.00
R103S15;5;27;35.00;40.00;5.00;163.00;223.00
R103S15;5;32;35.00;69.00;5.00;81.00;141.00
R103S15;5;49;6.00;68.00;5.00;132.00;192.00
R103S15;5;59;21.00;24.00;5.00;77.00;137.00
R103S15;5;82;15.00;47.00;5.00;176.00;236.00
